"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 "
"","","","5429993 - Unallocated resources - special ",".",".",".",".",".","."
"","Caerphilly ","","",27665.5,27293,27233,26921.6,26771.5,26620.5
"","Caerphilly ","Caerphilly - Nursery ","5449994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Caerphilly - Primary ","",16127.5,16019,16141,15960,15608,15418.5
"","","Caerphilly - Primary ","5442050 - Bargod Infants School ",".",".",".",".",".","."
"","","","5442058 - Pengam Primary School ",199.5,192.5,199,189.5,185.5,196
"","","","5442061 - Fleur-De-Lys Primary School ",112.5,116,119,120.5,122,121.5
"","","","5442071 - Coed-Y-Brain Primary School ",229,217.5,222,210,194,203.5
"","","","5442078 - Markham Primary School ",197.5,191.5,196,192.5,194.5,181.5
"","","","5442079 - Argoed Primary School ",".",".",".",".",".","."
"","","","5442081 - Cwmaber Junior School ",135,135,148,146,146,132
"","","","5442082 - Oakdale Infant School ",".",".",".",".",".","."
"","","","5442084 - Libanus Primary School ",340.5,329.5,325,344,348.5,343
"","","","5442086 - Pontllanfraith Primary School ",238.5,225,231,235,213,203
"","","","5442089 - Deri Primary School ",102,97.5,101,93,95.5,87.5
"","","","5442091 - Trinant Infant School ",".",".",".",".",".","."
"","","","5442093 - Crumlin High Level Primary School ",170.5,169,169,161.5,153,140
"","","","5442095 - Pentwynmawr Primary School ",109,119.5,119,121,120.5,125.5
"","","","5442097 - Derwendeg Primary School ",191.5,185.5,184,190,187,186
"","","","5442098 - Tynewydd Primary School ",261.5,265,274,269,266,260.5
"","","","5442100 - Cwmcarn Primary School ",277,274,281,274,250,244
"","","","5442103 - Waunfawr Primary School ",173.5,172.5,171,175,171.5,171.5
"","","","5442105 - Risca Primary School ",319,312.5,322,312,307.5,301.5
"","","","5442108 - Fochriw Primary School ",108.5,104,109,111,108.5,95
"","","","5442121 - Gilfach Fargoed Primary School ",144.5,148.5,156,171,154,157.5
"","","","5442128 - Glan-Y-Nant Infants School ",".",".",".",".",".","."
"","","","5442140 - Hendre Junior School ",195,187,204,222,215,214
"","","","5442145 - Hendre Infants School ",195.5,184,171,149.5,136,124
"","","","5442148 - Hengoed Primary School ",155.5,159,165,166,167,167.5
"","","","5442158 - Llancaeach Junior School ",138,129,130,130,135,132
"","","","5442171 - Llanfabon Infants School ",115,123.5,124,119.5,123,121
"","","","5442193 - Rhydri Primary School ",82,77.5,85,82.5,81,79
"","","","5442197 - Nant Y Parc Primary School ",188,200,202,201,200,211
"","","","5442204 - The Graig Junior School ",".",".",".",".",".","."
"","","","5442207 - Pantside Primary School ",189.5,182.5,194,199,189,196.5
"","","","5442209 - St Gwladys Junior School ",".",".",".",".",".","."
"","","","5442213 - South Bargoed Infants School ",".",".",".",".",".","."
"","","","5442219 - Tirphil Primary School ",".",".",".",".",".","."
"","","","5442220 - Trinant Junior School ",".",".",".",".",".","."
"","","","5442224 - Tiryberth Primary School ",197,186.5,183,187,170.5,153
"","","","5442227 - Ty Isaf Infants & Nursery School ",141.5,142.5,126,125.5,112.5,107.5
"","","","5442235 - Ty Sign Junior School ",".",".",".",".",".","."
"","","","5442236 - Twyn Junior School ",".",".",".",".",".","."
"","","","5442241 - Twyn Infants School ",".",".",".",".",".","."
"","","","5442245 - Ystrad Mynach Junior School ",".",".",".",".",".","."
"","","","5442249 - Ystrad Mynach Infants School ",".",".",".",".",".","."
"","","","5442252 - Cwm Ifor Primary School ",221.5,225,236,247.5,247,245
"","","","5442256 - Bryn Primary School ",202.5,187.5,179,165.5,161,148
"","","","5442262 - Ysgol Ifor Bach ",246,250.5,262,262,254.5,253
"","","","5442264 - Abercarn Primary School ",230.5,231.5,238,241,247,243.5
"","","","5442265 - Lansbury Park Junior School ",".",".",".",".",".","."
"","","","5442267 - Lansbury Park Infant School ",".",".",".",".",".","."
"","","","5442271 - Plasyfelin Infant School ",".",".",".",".",".","."
"","","","5442274 - Plasyfelin Junior School ",".",".",".",".",".","."
"","","","5442278 - Greenhill Primary School ",157.5,150.5,162,170,173.5,183.5
"","","","5442282 - Ysgol G.G. Caerffili ",327,343,371,400.5,404,410.5
"","","","5442285 - Ysgol Gymraeg Gilfach Fargoed ",219.5,184.5,175,168.5,143,133.5
"","","","5442296 - Ynysddu Primary School ",89,103,104,105,106,109
"","","","5442307 - Upper Rhymney Primary School ",178.5,177,179,175,158.5,160.5
"","","","5442309 - Ysgol Y Lawnt ",221,200.5,201,198,191.5,192
"","","","5442310 - Lower Rhymney Primary School ",141,139.5,137,138,139,120.5
"","","","5442312 - Abertysswg Primary School ",118,120.5,126,".",".","."
"","","","5442313 - Ysgol Gymraeg Trelyn ",189,188.5,184,186.5,186,183
"","","","5442314 - Elliot Town Primary School ",".",".",".",".",".","."
"","","","5442316 - Phillipstown Primary School ",117.5,120,114,124,119.5,125.5
"","","","5442318 - Cwmsyfiog Primary School ",".",".",".",".",".","."
"","","","5442320 - Aberbargoed Junior School ",".",".",".",".",".","."
"","","","5442321 - Aberbargoed Infant School ",".",".",".",".",".","."
"","","","5442322 - Maesycwmmer Primary School ",154.5,154.5,157,169,161,162.5
"","","","5442323 - Bedwas Junior School ",172,168,163,154,164,162
"","","","5442324 - Tyn-Y-Wern Junior School ",".",".",".",".",".","."
"","","","5442325 - Tyn Y Wern Infant School ",".",".",".",".",".","."
"","","","5442326 - Machen Primary School ",181.5,186,182,175,175.5,168.5
"","","","5442328 - Graig-Y-Rhacca Primary and Nursery Community School ",154,156,152,159,160,156
"","","","5442335 - Bedwas Infant School ",136.5,135.5,143,143,137,135.5
"","","","5442338 - Hendredenny Park Primary School ",232,233.5,230,238,240.5,229.5
"","","","5442339 - Cwm Glas Infant School ",78,79,75,73,65,58.5
"","","","5442341 - Pontlottyn Primary School ",108.5,97.5,106,".",".","."
"","","","5442347 - Cwmaber Infant School ",155,136.5,127,106.5,101.5,93.5
"","","","5442368 - Ysgol Gymraeg Bro Allta ",290.5,287,284,291.5,289,287.5
"","","","5442369 - Rhiw Syr Dafydd Junior School ",".",".",".",".",".","."
"","","","5442370 - Cwmfelinfach Primary School ",177,174.5,190,201.5,208.5,206
"","","","5442372 - Ty-Sign Infants School ",".",".",".",".",".","."
"","","","5442373 - Y.G. Cwm Gwyddon ",235,232,236,236,223,219.5
"","","","5442374 - Ysgol Gynradd Gymraeg Y Castell ",417.5,415.5,409,415,408,422
"","","","5442376 - Cwrt Rawlin Primary School ",344.5,343,340,338,335.5,337.5
"","","","5442377 - Cefn Fforest Primary School ",265.5,291,265,280,265,258
"","","","5442378 - Penllwyn Primary School ",109,113.5,120,121,121.5,128.5
"","","","5442379 - Blackwood Primary School ",426,411,425,419,412,403
"","","","5442380 - Glyn-Gaer CP School ",216.5,217,215,217.5,226.5,225.5
"","","","5442381 - Park Primary School Bargoed ",131.5,106.5,95,90,90,90
"","","","5442382 - Aberbargoed Primary School ",214.5,217,217,219,220,221
"","","","5442383 - Trinant Primary School ",152.5,149.5,140,135.5,137.5,151.5
"","","","5442384 - Ty Sign Primary School ",409,422,447,463.5,451.5,465
"","","","5442385 - Tyn - y - Wern Primary ",230.5,228,232,223,218.5,215.5
"","","","5442386 - Twyn Primary School ",465.5,462.5,464,468,462,451.5
"","","","5442387 - Whiterose Primary ",274,274.5,269,264,232.5,209
"","","","5442388 - Ysgol Bro Sannan ",194,206.5,203,194,186,176.5
"","","","5442389 - Plasyfelin Primary ",306.5,314,310,327,324.5,309
"","","","5442390 - St James Primary ",339,339.5,350,344,322,310
"","","","5442391 - St Gwyladys Bargoed School ",333,356,354,367.5,375.5,377
"","","","5442392 - Rhiw Syr Dafyedd Primary ",584.5,596.5,603,595,578,574.5
"","","","5442393 - Ystrad Mynach Primary ",402.5,412,407,409,397.5,401
"","","","5442394 - YG Cwm Derwyn ",234,216.5,221,214,211.5,216.5
"","","","5442395 - Ysgol Penalltau ",157.5,173,190,205,206,211
"","","","5443310 - St Helen's Catholic Primary School ",280.5,266,242,226,225,223.5
"","","","5449991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Caerphilly - Middle ","",0,0,0,692,888,894
"","","Caerphilly - Middle ","5445500 - Establish - 3-18 EM middle school on Rhymney Comp site ",".",".",0,692,888,894
"","","","5449996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","Caerphilly - Secondary ","",11410,11146,10946,10119.6,10108,10140
"","","Caerphilly - Secondary ","5444031 - Newbridge Comprehensive School ",982,970,1018,1026,1031,1018
"","","","5444032 - Pontllanfraith Comprehensive School ",532,211,".",".",".","."
"","","","5444046 - Blackwood Comprehensive School ",923,931,938,965,985,958
"","","","5444053 - Oakdale Comprehensive School ",644,282,".",".",".","."
"","","","5444065 - St Cenydd Comprehensive School ",1073,1058,1031,1023,1022,1039
"","","","5444067 - St Ilan  School ",".",".",".",".",".","."
"","","","5444068 - Risca Community  School ",361,389,496,582,639,662
"","","","5444070 - St Martin Comprehensive School ",997,915,901,921,985,1004
"","","","5444073 - Heolddu Comprehensive School ",634,608,578,545,555,576
"","","","5444075 - Lewis School Pengam ",833,837,833,785,734,723
"","","","5444077 - Lewis Girls' Comprehensive School ",877,837,811,763,725,699
"","","","5444090 - Rhymney Comprehensive School ",777,721,694,".",".","."
"","","","5444093 - Bedwas High School ",697,640,657,676,645,646
"","","","5444102 - Bedwellty Comprehensive School ",".",".",".",".",".","."
"","","","5444103 - Ysgol Gyfun Cwm Rhymni ",1437,1499,1542,1625,1667,1737
"","","","5444104 - Islwyn High School ",".",691,1172,1154,1120,1078
"","","","5445400 - Cwmcarn High School ",643,557,275,54.6,".","."
"","","","5449992 - Unallocated resources - secondary ",".",".",".",".",".","."
"","","Caerphilly - Special ","",128,128,146,150,167.5,168
"","","Caerphilly - Special ","5447011 - Trinity Fields Special School ",128,128,146,150,167.5,168
"","","","5449993 - Unallocated resources - special ",".",".",".",".",".","."
"","Blaenau Gwent ","","",8832.5,8738,8712,8736,8784,8819.5
"","Blaenau Gwent ","Blaenau Gwent - Nursery ","5459994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Blaenau Gwent - Primary ","",5336,4768.8,4450,4453.5,4523,4469.5
"","","Blaenau Gwent - Primary ","5452067 - Bryn Bach County Primary School ",215,205,205,202,210,204.5
"","","","5452070 - Glanhowy Primary School ",253.5,260.5,260,269.5,284.5,282.5
"","","","5452071 - Sirhowy Infant School ",".",".",".",".",".","."
"","","","5452072 - Deighton Junior and Infants ",163.5,150,167,155.5,164,178
"","","","5452074 - Georgetown C.P. School ",397,393.5,394.5,391,411,404
"","","","5452165 - Abertillery Primary School ",413,167.9,".",".",".","."
"","","","5452167 - Arael Primary School ",".",".",".",".",".","."
"","","","5452170 - Blaentillery Primary School ",".",".",".",".",".","."
"","","","5452173 - Queen Street Primary School ",117.5,52.7,".",".",".","."
"","","","5452179 - Sofrydd C.P. School ",147,148.5,147.5,152.5,154,155.5
"","","","5452186 - Briery Hill Primary School ",".",".",".",".",".","."
"","","","5452189 - Waunlwyd Primary School ",".",".",".",".",".","."
"","","","5452193 - Garn Fach Infant School ",".",".",".",".",".","."
"","","","5452194 - Cwmcelyn Infants School ",".",".",".",".",".","."
"","","","5452195 - Blaina Junior School ",".",".",".",".",".","."
"","","","5452196 - Blaina Infant School ",".",".",".",".",".","."
"","","","5452213 - Garnlydan Primary School ",".",".",".",".",".","."
"","","","5452214 - Pontygof Primary School ",".",".",".",".",".","."
"","","","5452250 - Coed Cae Junior School ",".",".",".",".",".","."
"","","","5452253 - Cwm Primary School ",203,217.5,222,214,207.5,199
"","","","5452267 - Bryngwyn Primary ",209,86.3,".",".",".","."
"","","","5452277 - Beaufort Hill Primary School ",222,227.5,230.5,228.5,232,231
"","","","5452278 - Willowtown Primary School ",400,390,410.5,426,419.5,431
"","","","5452286 - Brynhyfryd Primary School ",".",".",".",".",".","."
"","","","5452287 - Ty'r Graig Primary School ",".",".",".",".",".","."
"","","","5452306 - Blaen-Y-Cwm C.P. School ",241,262,274,284.5,295,279.5
"","","","5452307 - Ysgol Gymraeg Brynmawr ",274.5,248,232,225.5,231.5,222.5
"","","","5452308 - Roseheyworth Millennium School ",162,67.9,".",".",".","."
"","","","5452309 - Glyncoed Primary School ",326,317.5,310,317.5,327,325.5
"","","","5452310 - Rhos-Y-Fedwyn Primary ",129.5,136.5,136,151.5,148,124
"","","","5452311 - Ystruth Primary ",286,280,287,282.5,307,310
"","","","5452312 - ST Illtyd's ",202.5,203.5,201.5,204,204,195.5
"","","","5452313 - Coed -y- Garn Primary School ",253.5,236,235,225,220,219.5
"","","","5453308 - St Mary's Roman Catholic - Brynmawr ",216,206,204.5,203,189,188
"","","","5453309 - St Mary's  C in W Voluntary Aided School ",225.5,220,221,219.5,222,219
"","","","5453315 - All Saints R.C. Primary School ",178.5,188,199.5,196,196,192
"","","","5453316 - St Joseph's R.C. ",100.5,104,112.5,105.5,101,108.5
"","","","5453999 - Ystruth Primary School ",".",".",".",".",".","."
"","","","5455999 - Ebbw Fawr Learning Community ",".",".",".",".",".","."
"","","","5459999 - Llanhilleth Primary School ",".",".",".",".",".","."
"","","","5459991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Blaenau Gwent - Middle ","",1413.5,2240.8,2806,2782.5,2773,2791
"","","Blaenau Gwent - Middle ","5455500 - Ebbw Fawr Learning Community ",1413.5,1372.5,1319,1227.5,1208.5,1189
"","","","5455501 - Abertillery Learning Community ",".",868.3,1487,1555,1564.5,1602
"","","","5459996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","Blaenau Gwent - Secondary ","",1984,1632.4,1351,1361,1335,1394
"","","Blaenau Gwent - Secondary ","5454045 - Glyncoed  Comprehensive School ",".",".",".",".",".","."
"","","","5454061 - Tredegar Comprehensive School ",682,676,650,654,664,693
"","","","5454067 - Ebbw Vale Comprehensive School ",".",".",".",".",".","."
"","","","5454073 - Nantyglo Comprehensive School ",".",".",".",".",".","."
"","","","5454074 - Abertillery Comprehensive School ",595,245.4,".",".",".","."
"","","","5455401 - Brynmawr  School ",707,711,701,707,671,701
"","","","5459998 - Ebbw Fawr Learning Community ",".",".",".",".",".","."
"","","","5459992 - Unallocated resources - secondary ",".",".",".",".",".","."
"","","Blaenau Gwent - Special ","",99,96,105,139,153,165
"","","Blaenau Gwent - Special ","5457011 - Pen-Y-Cwm Special School ",99,96,105,115,129,141
"","","","5457012 - River Centre 3-16 Learning Community ",".",".",".",24,24,24
"","","","5459993 - Unallocated resources - special ",".",".",".",".",".","."
"","Torfaen ","","",14417.75,14355.5,14277.5,14313,14239,14087.5
"","Torfaen ","Torfaen - Nursery ","",26,20,20.5,9.5,0,0
"","","Torfaen - Nursery ","5461010 - Blaenavon Hillside Nursery School ",".",".",".",".",".","."
"","","","5461011 - Brynteg Nursery School ",26,20,20.5,9.5,".","."
"","","","5461013 - Two Locks Nursery School ",".",".",".",".",".","."
"","","","5469994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Torfaen - Primary ","",7742.75,7938,7973.5,7995,8009.5,7974
"","","Torfaen - Primary ","5462109 - Hillside Primary School ",".",".",".",".",".","."
"","","","5462115 - Victoria Primary School ",207,214,204,194,".","."
"","","","5462117 - Pentwyn Primary School ",".",".",".",".",".","."
"","","","5462119 - Pontnewynydd Primary ",48.75,".",".",".",".","."
"","","","5462127 - Penygarn Infant School ",".",".",".",".",".","."
"","","","5462128 - Greenlawn Junior School ",".",".",".",".",".","."
"","","","5462130 - Pontymoile Primary School ",".",".",".",".",".","."
"","","","5462133 - Griffithstown Infant School ",".",".",".",".",".","."
"","","","5462197 - Croesyceiliog North Rd Infants ",".",".",".",".",".","."
"","","","5462199 - Kemys Fawr Infants School ",".",".",".",".",".","."
"","","","5462200 - Croesyceiliog Junior School ",".",".",".",".",".","."
"","","","5462203 - Llanyrafon Primary School ",399,418,414,416,419,414
"","","","5462204 - Maendy Primary School ",204,192.5,196.5,206,220.5,219.5
"","","","5462205 - Oakfield Primary School ",200.5,212.5,228.5,267,283,317
"","","","5462211 - Pontnewydd Primary School ",390,387.5,380,367.5,380,367.5
"","","","5462221 - Brookfield Primary School ",".",".",".",".",".","."
"","","","5462222 - Fairwater Junior School ",".",".",".",".",".","."
"","","","5462223 - Fairwater Infant School ",".",".",".",".",".","."
"","","","5462225 - Penygarn Junior School ",".",".",".",".",".","."
"","","","5462239 - Coed Eva Infant School ",".",".",".",".",".","."
"","","","5462240 - Coed Eva Junior Mixed School ",".",".",".",".",".","."
"","","","5462249 - Greenmeadow Primary School ",186,198,170,177,177,187
"","","","5462265 - Upper Cwmbran Infants School ",".",".",".",".",".","."
"","","","5462271 - Hollybush Primary School ",".",".",".",".",".","."
"","","","5462279 - New Inn Infants School ",".",".",".",".",".","."
"","","","5462283 - Griffithstown Junior School ",".",".",".",".",".","."
"","","","5462291 - Woodlands Junior School ",".",".",".",".",".","."
"","","","5462292 - Woodlands Infants School ",".",".",".",".",".","."
"","","","5462298 - Cwmffrwdoer Primary School ",189,201,196,192,233.5,226.5
"","","","5462308 - George Street Primary School ",333.5,378,425,427,434,406.5
"","","","5462312 - Ysgol Gymraeg Cwmbrân ",373.5,378.5,360,353,348,334.5
"","","","5462315 - Garnteg Primary School ",253.5,271.5,274.5,258.5,413.5,425
"","","","5462318 - Ysgol Bryn Onnen ",228,224,205,208.5,201,197.5
"","","","5462319 - Woodlands Community Primary School ",291,313,328.5,324,328,319.5
"","","","5462320 - New Inn Primary School ",541.5,536,546,565.5,576,575
"","","","5462321 - Griffithstown Primary ",383.5,377.5,357,353,359,348.5
"","","","5462322 - Penygarn Primary ",410,444.5,435,413,411,399.5
"","","","5462323 - Fairwater Primary ",173.5,192,200.5,226.5,251.5,258
"","","","5462324 - Coed Eva Primary ",457,435.5,441.5,443,419,412.5
"","","","5462325 - Croesyceiliog Primary ",441.5,445,444.5,436,439,423
"","","","5462326 - Nant Celyn Primary School ",389,407,411,401,388.5,386
"","","","5462327 - Ysgol Panteg ",208,251,304,349.5,384.5,407.5
"","","","5463002 - Ponthir C.V. Primary School ",".",".",".",".",".","."
"","","","5463027 - St Peter's C.V. Junior & Infants ",".",".",".",".",".","."
"","","","5463028 - Blaenavon Heritage VC Primary School ",482.5,488,490,466.5,456,454.5
"","","","5463319 - St Alban's R.C. Primary School ",".",".",".",".",".","."
"","","","5463321 - Our Lady of the Angels R.C School ",211.5,215,212,219,204.5,199.5
"","","","5463322 - St Francis R.C. Primary School ",".",".",".",".",".","."
"","","","5463324 - St David's R.C. Jnr. & Inf. School ",211,220,208,196.5,184,192.5
"","","","5463330 - Henllys C.I.W. Primary School ",208,205,201,198,190,183
"","","","5463331 - Padre Pio Primary School ",219,223,227,224,204,212
"","","","5463332 - Ponthir V.A. Primary School ",103,110,114,113,105,108
"","","","5469991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Torfaen - Middle ","5469996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","Torfaen - Secondary ","",6555,6297,6177,6198,6114,5996
"","","Torfaen - Secondary ","5464050 - Llantarnam  School ",294.166667,".",".",".",".","."
"","","","5464051 - Croesyceiliog  School ",1573,1562,1555,1600,1524,1409
"","","","5464062 - Fairwater High School ",296.25,".",".",".",".","."
"","","","5464070 - Abersychan Comprehensive School ",853,839,836,865,808,795
"","","","5464071 - Trevethin Community School ",".",".",".",".",".","."
"","","","5464072 - West Monmouth Comprehensive School ",678,658,710,791,911,1026
"","","","5464075 - Ysgol Gyfun Gwynllyw ",998,972,939,888,860,817
"","","","5464076 - Cwmbran High School ",826.583333,1246,1117,1105,1095,1086
"","","","5464603 - St Alban's R.C. High School ",1036,1020,1020,949,916,863
"","","","5469992 - Unallocated resources - secondary ",".",".",".",".",".","."
"","","Torfaen - Special ","",94,100.5,106.5,110.5,115.5,117.5
"","","Torfaen - Special ","5467012 - Crownbridge Special Day School ",94,100.5,106.5,110.5,115.5,117.5
"","","","5469993 - Unallocated resources - special ",".",".",".",".",".","."
"","Monmouthshire ","","",11321.5,11318.5,11394,11439.5,11283,11342.5
"","Monmouthshire ","Monmouthshire - Nursery ","5489994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Monmouthshire - Primary ","",6443.5,6474.5,6541,6588.5,6523,6511.5
"","","Monmouthshire - Primary ","5482052 - Clydach C.P. School ",".",".",".",".",".","."
"","","","5482054 - Darenfelin Junior & Infants School ",".",".",".",".",".","."
"","","","5482057 - Gilwern C.P. School ",180,192,198,206,203,220
"","","","5482134 - Goytre Fawr Primary School ",175,173,176,193,195,178
"","","","5482139 - Park Street Infants School ",".",".",".",".",".","."
"","","","5482140 - Llanfoist C.P. School ",".",".",".",".",".","."
"","","","5482143 - Llanover Junior & Infants School ",".",".",".",".",".","."
"","","","5482148 - Osbaston Infants School ",".",".",".",".",".","."
"","","","5482156 - Wyesham Infants School ",".",".",".",".",".","."
"","","","5482163 - Undy C.P. School ",281.5,290,299.5,309,327,336.5
"","","","5482164 - Rogiet C.P. School ",201,206,210,210,200,200
"","","","5482198 - Caldicot Green Lane Junior School ",".",".",".",".",".","."
"","","","5482208 - Llwynu Infants School ",".",".",".",".",".","."
"","","","5482228 - Pembroke Primary School ",252,258,240,236.5,227,230.5
"","","","5482229 - Caldicot Sandy Lane Infants School ",".",".",".",".",".","."
"","","","5482230 - St Mary's Junior & Special Needs Unit ",".",".",".",".",".","."
"","","","5482238 - Caldicot West End Infants School ",".",".",".",".",".","."
"","","","5482242 - Govilon C.P. School ",".",".",".",".",".","."
"","","","5482243 - Llanfihangel Crucorney C.P. School ",47,54,57,63,68,69
"","","","5482246 - Thornwell Primary School ",243.5,237,256,264.5,276,294
"","","","5482255 - St Davids Junior School ",".",".",".",".",".","."
"","","","5482261 - Durand Primary School ",207.5,228.5,224.5,226.5,232,227
"","","","5482263 - Llandogo C.P. School ",75,69,74,72,67,79
"","","","5482269 - Wyesham Junior School ",".",".",".",".",".","."
"","","","5482270 - Harold Road Junior School & Special Needs Unit ",".",".",".",".",".","."
"","","","5482285 - Croesonen Infants School ",".",".",".",".",".","."
"","","","5482299 - Shirenewton Junior & Infant School ",205,206,210,202,200,194
"","","","5482301 - Trellech C.P. School ",163,165,166,172,176,180
"","","","5482303 - The Dell Primary School ",412,412,420,415,396,392
"","","","5482304 - Overmonnow C.P. School ",372,382.5,372,366.5,334,332.5
"","","","5482305 - Cross Ash C.P. School ",188,196,199,190,182,175
"","","","5482317 - Ysgol Gymraeg Y Fenni ",187,213,237,246,253,244.5
"","","","5482318 - Ysgol Gymraeg Y Ffin ",149.5,145,142,132.5,116,110
"","","","5482319 - Cantref Primary ",222.5,224,222,225,224,225
"","","","5482320 - Deri View Primary ",302,296,286.5,301,288,300
"","","","5482321 - Kymin View Primary ",173.5,167.5,174,188,193,175
"","","","5482322 - New Caldicot Primary School ",192,194,192,189,198,196
"","","","5482323 - Llanfoist Fawr Primary School ",206,196,208,210,210,210
"","","","5482324 - Dewstow Primary School ",213.5,214.5,220.5,231.5,233,224
"","","","5483004 - Llantilio Pertholey C.V. Primary School ",205,203,202,204,201,204
"","","","5483005 - Llanfair Kilgeddin C.V. Primary ",".",".",".",".",".","."
"","","","5483020 - Llanellen C.V. Junior & Infants ",".",".",".",".",".","."
"","","","5483022 - Usk C.V.. Primary School ",237,225,252,251,261,269
"","","","5483030 - Osbaston C.V.Junior School ",".",".",".",".",".","."
"","","","5483031 - Raglan V.C. Primary School ",199,213,204,203,202,199
"","","","5483032 - Osbaston V.C. Primary ",205,209,206,200,201,208
"","","","5483310 - Magor V.A. Primary School ",341,341.5,318,317.5,314,286.5
"","","","5483317 - Our Lady & St Michael's School ",185,178,174,177,179,182
"","","","5483326 - St Mary's R.C. Primary School ",206,199,202,185,165,153
"","","","5483327 - Archbishop Rowen Williams CIW School ",188,187,199,202,202,218
"","","","5483328 - Llanfair Kilgeddin V.A. Primary ",29,0,".",".",".","."
"","","","5489991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Monmouthshire - Middle ","5489996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","Monmouthshire - Secondary ","",4836,4804,4797,4795,4702,4773
"","","Monmouthshire - Secondary ","5484060 - Monmouth Comprehensive School ",1638,1626,1582,1582,1583,1663
"","","","5484064 - King Henry Viii Comprehensive School ",971,960,956,973,951,998
"","","","5484065 - Chepstow Comprehensive School ",928,978,977,928,866,817
"","","","5484066 - Caldicot Comprehensive School ",1299,1240,1282,1312,1302,1295
"","","","5489992 - Unallocated resources - secondary ",".",".",".",".",".","."
"","","Monmouthshire - Special ","",42,40,56,56,58,58
"","","Monmouthshire - Special ","5487006 - Mounton House Special School ",42,40,56,56,58,58
"","","","5489993 - Unallocated resources - special ",".",".",".",".",".","."
"","Newport ","","",23895,24024,24351.5,24817,25258,25552.5
"","Newport ","Newport - Nursery ","",80,64,67.5,75,50,49
"","","Newport - Nursery ","5501001 - Kimberley Nursery School ",37,23,26,34,25,24.5
"","","","5501002 - Rockfield Nursery School ",".",".",".",".",".","."
"","","","5501005 - Fairoak Nursery School ",43,41,41.5,41,25,24.5
"","","","5501018 - Don Close Nursery ",".",".",".",".",".","."
"","","","5509994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Newport - Primary ","",13280,13657,14030,14547,14732,14736.5
"","","Newport - Primary ","5502003 - Clytha Primary School ",219.5,227,221,225.5,224,222
"","","","5502004 - Crindau Junior & Infant School ",355.5,352,351,344.5,326,332
"","","","5502006 - Durham Road Junior School ",".",".",".",".",".","."
"","","","5502008 - Durham Road Infant School ",".",".",".",".",".","."
"","","","5502009 - Eveswell Primary School ",451.5,448,450.5,454.5,458.5,440.5
"","","","5502013 - Gaer Junior School ",".",".",".",".",".","."
"","","","5502014 - Gaer Infant School ",".",".",".",".",".","."
"","","","5502016 - Lliswerry Infant School ",".",".",".",".",".","."
"","","","5502017 - Maesglas C.P. School ",259.5,262,273.5,272,261,262.5
"","","","5502019 - Maindee C.P. School ",414.5,428,458.5,492,489,495
"","","","5502022 - Malpas Court Primary School ",187.5,199,201.5,214,220.5,218.5
"","","","5502025 - St Andrew's Junior School ",".",".",".",".",".","."
"","","","5502026 - St Andrew's Infant School ",".",".",".",".",".","."
"","","","5502027 - St Woolos Primary School ",284,288,302,333.5,318,322.5
"","","","5502030 - Somerton Primary School ",157.5,163,167,161,176,158.5
"","","","5502032 - Brynglas Primary School ",".",".",".",".",".","."
"","","","5502034 - St Julians Junior School ",".",".",".",".",".","."
"","","","5502035 - St Julians Infant School ",".",".",".",".",".","."
"","","","5502036 - Alway  Junior School ",".",".",".",".",".","."
"","","","5502037 - Alway Infant School ",".",".",".",".",".","."
"","","","5502038 - Ringland Infant School ",".",".",".",".",".","."
"","","","5502039 - Glasllwch C.P. School ",206,225,222,221.5,224,222
"","","","5502040 - Milton Infants School ",219.5,222,90,".",".","."
"","","","5502041 - Milton Junior School ",206,216,94,".",".","."
"","","","5502042 - Ringland Junior School ",".",".",".",".",".","."
"","","","5502043 - Malpas Park Primary School ",194,205,215.5,216,216.5,213
"","","","5502044 - Millbrook Junior School ",".",".",".",".",".","."
"","","","5502045 - Monnow Infant School ",".",".",".",".",".","."
"","","","5502047 - Millbrook Infant School ",".",".",".",".",".","."
"","","","5502048 - Monnow Junior School ",".",".",".",".",".","."
"","","","5502049 - Lliswerry Junior School ",".",".",".",".",".","."
"","","","5502209 - Langstone Primary School ",297,307,305,325.5,321,324
"","","","5502224 - Llanmartin Primary School ",182.5,170,169.5,164.5,168.5,170.5
"","","","5502236 - Marshfield Junior & Infants School ",409,410,435.5,439,430,422
"","","","5502247 - Caerleon (Lodge Hill) Junior School ",".",".",".",".",".","."
"","","","5502258 - Mount Pleasant Primary ",256,254,258,255.5,252.5,250
